close,high,low,open,timestamp,volume
43088,43090,43077,43090,1703757900,0.56035809
43086,43091,43086,43086,1703757960,0.09768851
43121,43121,43104,43104,1703758020,3.17145372
43128,43128,43111,43116,1703758080,0.43716941
43110,43120,43110,43120,1703758140,0.28768460
43110,43115,43110,43115,1703758200,0.13263602
43090,43106,43090,43106,1703758260,0.21656133
43113,43120,43113,43120,1703758320,0.00802866
43129,43129,43112,43113,1703758380,0.78835993
43136,43137,43129,43129,1703758440,1.21716231
43149,43149,43137,43137,1703758500,2.74627982
43155,43155,43155,43155,1703758560,0.10698000
43157,43165,43155,43155,1703758620,3.76740268
43160,43160,43154,43156,1703758680,0.05697611
43158,43160,43158,43160,1703758740,0.64333916
43146,43151,43146,43151,1703758800,0.95514370
43119,43144,43115,43144,1703758860,2.34630649
43165,43165,43119,43120,1703758920,1.65408788
43149,43151,43149,43150,1703758980,0.19839972
43164,43165,43160,43165,1703759040,0.29482340
43160,43164,43160,43164,1703759100,0.05235311
43160,43160,43160,43160,1703759160,0.00000000
43135,43162,43129,43159,1703759220,9.99695207
43123,43145,43119,43141,1703759280,10.03968639
43146,43146,43124,43124,1703759340,0.05326980
43152,43152,43134,43142,1703759400,0.01573457
43142,43146,43130,43138,1703759460,5.20247290
43160,43160,43132,43135,1703759520,5.20107837
43156,43156,43140,43152,1703759580,1.31731127
43156,43156,43138,43147,1703759640,9.41730000
43155,43157,43143,43152,1703759700,0.82004833
43161,43161,43152,43152,1703759760,0.45976000
43172,43172,43163,43164,1703759820,1.24090906
43175,43175,43170,43172,1703759880,0.42125940
43186,43186,43174,43174,1703759940,1.01015268
43186,43186,43185,43186,1703760000,0.92500000
43181,43181,43171,43171,1703760060,0.13240000
43175,43178,43174,43174,1703760120,0.64660515
43163,43185,43163,43185,1703760180,0.06061427
43174,43174,43174,43174,1703760240,0.14524000
43184,43184,43184,43184,1703760300,0.02750000
43186,43186,43170,43170,1703760360,0.12592000
43179,43192,43179,43186,1703760420,2.70881372
43165,43178,43165,43178,1703760480,2.36446387
43196,43196,43169,43174,1703760540,0.78217456
43192,43201,43192,43201,1703760600,0.13782815
43153,43175,43147,43175,1703760660,0.07213458
43172,43172,43147,43147,1703760720,0.64752190
43163,43166,43163,43166,1703760780,0.00145352
43148,43157,43148,43157,1703760840,0.42484309
43144,43149,43144,43149,1703760900,0.16785644
43131,43141,43131,43141,1703760960,0.12992966
43125,43128,43125,43128,1703761020,0.00540684
43122,43127,43122,43123,1703761080,0.21700698
43117,43124,43117,43124,1703761140,0.01534390
43099,43104,43096,43104,1703761200,0.16223921
43100,43100,43100,43100,1703761260,0.03846645
43130,43130,43099,43099,1703761320,1.16485995
43158,43163,43154,43154,1703761380,0.10787464
43156,43160,43154,43160,1703761440,0.28421481
43160,43161,43156,43156,1703761500,0.09572986
43146,43159,43146,43159,1703761560,0.04205032
43124,43129,43124,43129,1703761620,0.70767041
43118,43118,43114,43114,1703761680,0.46505356
43098,43138,43098,43124,1703761740,1.96085427
43101,43110,43099,43110,1703761800,0.30619002
43116,43117,43101,43102,1703761860,0.41371003
43101,43111,43101,43111,1703761920,0.36252479
43124,43124,43124,43124,1703761980,0.00102000
43103,43119,43103,43119,1703762040,0.37863416
43078,43081,43078,43081,1703762100,0.00094804
43063,43068,43063,43067,1703762160,0.00337166
43048,43049,43046,43048,1703762220,15.95178154
43063,43063,43041,43046,1703762280,3.62661827
43094,43094,43062,43062,1703762340,0.19688265
43097,43097,43097,43097,1703762400,0.00156000
43097,43097,43097,43097,1703762460,0.00000000
43124,43125,43094,43094,1703762520,1.39596905
43100,43100,43098,43098,1703762580,0.00217689
43108,43108,43106,43106,1703762640,0.00587192
43108,43108,43092,43092,1703762700,0.11186962
43108,43108,43108,43108,1703762760,0.00577000
43105,43109,43105,43109,1703762820,0.00227296
43099,43109,43099,43099,1703762880,0.12612297
43108,43108,43100,43100,1703762940,0.08224944
43123,43123,43104,43104,1703763000,0.01793873
43111,43112,43102,43112,1703763060,0.01688866
43124,43124,43102,43102,1703763120,0.01416576
43118,43127,43117,43127,1703763180,0.04421730
43124,43125,43124,43125,1703763240,0.01734349
43106,43118,43106,43118,1703763300,0.03792418
43086,43093,43086,43093,1703763360,0.03102979
43083,43093,43083,43086,1703763420,0.00606556
43093,43093,43067,43072,1703763480,0.14127014
43090,43093,43089,43093,1703763540,0.31971894
43092,43092,43077,43090,1703763600,0.37573938
43139,43139,43111,43111,1703763660,0.31400507
43102,43138,43102,43138,1703763720,0.01047220
43111,43111,43111,43111,1703763780,0.04400000
43120,43120,43120,43120,1703763840,0.00068434
43111,43115,43111,43115,1703763900,0.02454815
43098,43098,43097,43097,1703763960,0.00546081
43109,43115,43091,43096,1703764020,0.08426437
43082,43104,43074,43104,1703764080,0.02589899
43073,43080,43073,43080,1703764140,0.01448622
43080,43087,43075,43076,1703764200,1.70667273
43073,43076,43073,43075,1703764260,0.14466634
43063,43066,43062,43063,1703764320,0.20286437
43071,43073,43054,43060,1703764380,0.48156876
43066,43068,43063,43063,1703764440,0.07836684
43059,43066,43059,43066,1703764500,0.38385343
43074,43074,43059,43059,1703764560,0.49235451
43061,43072,43061,43072,1703764620,0.18033531
43068,43070,43060,43061,1703764680,0.10767104
43068,43070,43068,43068,1703764740,0.41219199
43089,43103,43083,43083,1703764800,1.18852129
43106,43106,43089,43089,1703764860,0.12463472
43081,43106,43081,43106,1703764920,1.18273270
43063,43081,43063,43081,1703764980,0.19410015
43068,43068,43062,43067,1703765040,0.01678283
43062,43067,43062,43063,1703765100,0.18413250
43060,43060,43055,43060,1703765160,0.15938638
43074,43077,43060,43060,1703765220,0.07111791
43092,43093,43078,43078,1703765280,0.88753896
43108,43108,43104,43104,1703765340,1.28566236
43125,43127,43121,43121,1703765400,0.39341008
43140,43140,43140,43140,1703765460,0.00192000
43151,43151,43149,43150,1703765520,0.02500300
43144,43149,43144,43145,1703765580,1.06697575
43141,43141,43134,43136,1703765640,0.09963466
43140,43151,43140,43140,1703765700,0.50916957
43121,43134,43121,43134,1703765760,0.01952879
43091,43119,43091,43118,1703765820,0.36694201
43095,43119,43095,43097,1703765880,0.21635086
43105,43105,43089,43094,1703765940,0.16327299
43105,43105,43105,43105,1703766000,0.00000000
43044,43067,43044,43063,1703766060,0.02752831
43025,43044,43025,43044,1703766120,1.93131408
42979,43025,42979,43025,1703766180,6.99972756
43012,43012,43001,43004,1703766240,0.08693989
42985,43011,42978,43011,1703766300,0.01320045
42982,42985,42966,42976,1703766360,2.45323915
42945,42986,42945,42986,1703766420,1.98917793
42982,42982,42970,42970,1703766480,0.48202556
42975,43015,42975,43015,1703766540,0.05436112
42952,42965,42948,42962,1703766600,0.02221905
42938,42964,42938,42956,1703766660,1.31078442
42924,42942,42922,42942,1703766720,2.71600122
42903,42917,42903,42917,1703766780,1.90284930
42941,42941,42903,42904,1703766840,0.03423421
42923,42930,42906,42923,1703766900,0.08485013
42902,42939,42902,42927,1703766960,0.14837365
42902,42906,42889,42906,1703767020,4.05604814
42888,42900,42881,42894,1703767080,2.35603869
42908,42910,42876,42881,1703767140,1.71094019
42927,42927,42915,42915,1703767200,0.14973545
42918,42924,42911,42914,1703767260,0.02031071
42927,42927,42925,42925,1703767320,0.09684620
42969,42971,42944,42944,1703767380,0.13977972
42930,42968,42930,42968,1703767440,0.15345720
42913,42927,42913,42918,1703767500,0.13582303
42974,42974,42915,42915,1703767560,0.28858442
42959,42965,42940,42965,1703767620,0.01167747
42959,42968,42948,42956,1703767680,2.55213919
42964,42964,42959,42964,1703767740,0.02849247
42952,42959,42949,42959,1703767800,0.29219479
42934,42971,42923,42971,1703767860,1.58515951
42909,42967,42909,42967,1703767920,0.47217052
42898,42903,42878,42891,1703767980,0.79829768
42870,42905,42866,42889,1703768040,2.57782806
42869,42881,42869,42870,1703768100,0.05723376
42866,42870,42840,42868,1703768160,2.75868994
42838,42857,42819,42857,1703768220,3.12493332
42829,42842,42829,42839,1703768280,0.02609912
42768,42825,42768,42814,1703768340,6.83816394
42695,42811,42695,42811,1703768400,12.12533153
42655,42721,42614,42719,1703768460,11.56852033
42737,42737,42675,42675,1703768520,0.24526507
42803,42804,42749,42749,1703768580,22.35671113
42814,42814,42804,42804,1703768640,1.81031950
42772,42819,42745,42816,1703768700,5.96030694
42775,42818,42775,42812,1703768760,0.05689611
42824,42824,42812,42812,1703768820,1.23100146
42829,42830,42826,42826,1703768880,1.84234606
42795,42826,42767,42826,1703768940,0.10823606
42767,42778,42757,42778,1703769000,0.08930000
42761,42770,42741,42750,1703769060,0.06380913
42768,42778,42753,42778,1703769120,0.01283154
42744,42766,42744,42758,1703769180,0.50682132
42708,42742,42708,42741,1703769240,0.04060422
42737,42742,42718,42718,1703769300,0.32949738
42787,42796,42776,42776,1703769360,0.14568152
42793,42793,42769,42772,1703769420,0.08750326
42797,42805,42787,42803,1703769480,0.34214240
42791,42801,42785,42793,1703769540,4.67215021
42810,42817,42799,42817,1703769600,0.10537812
42830,42830,42802,42802,1703769660,0.12078900
42830,42830,42829,42830,1703769720,0.96922721
42855,42855,42810,42833,1703769780,4.67360640
42886,42886,42859,42859,1703769840,3.82954729
42933,42933,42886,42886,1703769900,4.48851808
42898,42932,42883,42932,1703769960,4.58350945
42857,42877,42852,42877,1703770020,0.43743557
42825,42854,42818,42854,1703770080,2.14942925
42850,42850,42808,42823,1703770140,0.73257217
42879,42879,42824,42855,1703770200,5.58311138
42901,42903,42869,42880,1703770260,9.00046093
42888,42890,42869,42879,1703770320,0.51537054
42889,42899,42869,42887,1703770380,1.05042090
42888,42888,42884,42884,1703770440,0.06472066
42827,42852,42827,42852,1703770500,0.25028228
42812,42827,42799,42827,1703770560,0.33616268
42793,42828,42792,42800,1703770620,0.18259550
42783,42797,42783,42784,1703770680,17.47512936
42813,42813,42778,42780,1703770740,0.06612749
42778,42810,42778,42807,1703770800,0.03081087
42784,42791,42773,42778,1703770860,2.17472790
42747,42773,42747,42773,1703770920,3.43995252
42772,42772,42745,42749,1703770980,0.48200779
42847,42847,42757,42757,1703771040,0.32636199
42831,42831,42811,42828,1703771100,1.15272969
42884,42884,42855,42880,1703771160,0.08428361
42887,42888,42871,42876,1703771220,0.04137285
42883,42889,42880,42889,1703771280,0.01443215
42884,42896,42872,42878,1703771340,0.50832211
42869,42883,42865,42882,1703771400,0.21636989
42889,42889,42867,42867,1703771460,0.31933212
42873,42873,42873,42873,1703771520,0.03673000
42866,42870,42863,42863,1703771580,0.01748927
42852,42875,42851,42865,1703771640,1.12016274
42858,42868,42853,42868,1703771700,0.03884726
42861,42861,42853,42857,1703771760,0.09136430
42862,42862,42842,42854,1703771820,4.96041945
42822,42845,42822,42844,1703771880,0.01685158
42793,42812,42788,42806,1703771940,0.25825394
42818,42839,42804,42807,1703772000,1.09958734
42763,42819,42753,42819,1703772060,7.30306283
42774,42784,42774,42784,1703772120,0.18195000
42781,42795,42777,42779,1703772180,0.07669841
42785,42795,42775,42790,1703772240,0.44656002
42747,42785,42747,42785,1703772300,0.30535630
42696,42750,42696,42747,1703772360,6.86246708
42710,42722,42705,42705,1703772420,0.10570879
42713,42729,42686,42711,1703772480,2.15168093
42691,42734,42691,42722,1703772540,1.05386961
42665,42696,42665,42696,1703772600,3.55832599
42674,42674,42630,42660,1703772660,6.23098639
42752,42752,42678,42679,1703772720,0.71086440
42713,42729,42695,42729,1703772780,7.03770463
42727,42727,42715,42718,1703772840,0.90873378
42700,42745,42643,42718,1703772900,1.01146428
42691,42692,42656,42692,1703772960,1.09553990
42644,42657,42638,42655,1703773020,0.08013350
42626,42645,42619,42645,1703773080,1.29892263
42678,42679,42619,42619,1703773140,0.36359207
42648,42706,42648,42683,1703773200,0.31551009
42615,42637,42605,42631,1703773260,2.81374623
42693,42693,42660,42678,1703773320,0.51426986
42652,42692,42652,42684,1703773380,0.05643489
42601,42645,42601,42645,1703773440,1.31751528
42722,42747,42594,42602,1703773500,11.65921744
42753,42753,42707,42724,1703773560,16.81119621
42758,42758,42725,42750,1703773620,4.29451965
42746,42761,42742,42761,1703773680,0.71107616
42753,42754,42740,42740,1703773740,0.28702863
42749,42773,42749,42762,1703773800,2.18598772
42789,42789,42745,42747,1703773860,1.70882885
42783,42804,42783,42786,1703773920,2.37359559
42753,42780,42739,42774,1703773980,2.18767826
42742,42748,42725,42731,1703774040,0.45832169
42762,42774,42748,42748,1703774100,0.06480162
42765,42774,42764,42774,1703774160,0.15475680
42768,42768,42750,42765,1703774220,0.00454707
42782,42789,42770,42770,1703774280,0.07107134
42724,42772,42724,42772,1703774340,0.32898875
42784,42784,42734,42737,1703774400,0.93412015
42695,42777,42695,42777,1703774460,0.16924478
42698,42732,42691,42695,1703774520,0.10965119
42676,42708,42676,42708,1703774580,1.48536459
42626,42659,42625,42659,1703774640,7.24570241
42625,42650,42625,42626,1703774700,10.35486399
42640,42649,42625,42626,1703774760,3.02052328
42607,42642,42604,42635,1703774820,10.37448631
42635,42635,42605,42619,1703774880,2.27848671
42600,42639,42589,42639,1703774940,4.72916234
42592,42608,42573,42608,1703775000,2.57158289
42573,42603,42563,42591,1703775060,2.75263132
42582,42591,42560,42577,1703775120,2.41302581
42646,42653,42605,42605,1703775180,0.18400742
42668,42677,42659,42659,1703775240,0.38843403
42584,42663,42584,42663,1703775300,2.66611883
42549,42577,42546,42577,1703775360,4.01928798
42504,42571,42482,42543,1703775420,10.31016347
42633,42635,42576,42576,1703775480,0.10507150
42664,42664,42631,42641,1703775540,0.40723520
42686,42686,42641,42671,1703775600,24.93970667
42691,42691,42662,42686,1703775660,1.00609624
42701,42701,42691,42691,1703775720,0.87321000
42694,42706,42678,42701,1703775780,0.89243743
42645,42681,42643,42680,1703775840,0.17341923
42658,42658,42630,42630,1703775900,0.08635108
42630,42648,42630,42634,1703775960,0.80547282
42601,42630,42601,42619,1703776020,0.51129896
42579,42607,42579,42607,1703776080,0.12565359
42580,42580,42550,42575,1703776140,0.42555743
42644,42644,42601,42608,1703776200,0.38481761
42655,42667,42648,42648,1703776260,0.22556846
42675,42675,42655,42663,1703776320,0.12854535
42646,42668,42646,42659,1703776380,0.07130125
42640,42655,42637,42637,1703776440,0.09111047
42607,42635,42607,42629,1703776500,0.17084468
42572,42582,42559,42577,1703776560,0.11880849
42567,42568,42567,42568,1703776620,0.07677925
42546,42580,42546,42577,1703776680,0.87489832
42527,42540,42523,42540,1703776740,0.64377549
42520,42523,42466,42517,1703776800,31.20181750
42504,42552,42504,42528,1703776860,0.15268367
42559,42559,42499,42526,1703776920,0.24995256
42556,42566,42545,42553,1703776980,0.35247186
42577,42584,42577,42583,1703777040,0.11625802
42519,42581,42519,42578,1703777100,1.14275226
42487,42538,42487,42519,1703777160,1.91852828
42501,42509,42480,42480,1703777220,1.17158000
42486,42490,42456,42477,1703777280,2.42643762
42458,42487,42456,42487,1703777340,0.56591614
42497,42519,42457,42457,1703777400,1.35513020
42462,42483,42462,42482,1703777460,0.39475491
42431,42479,42431,42479,1703777520,3.48733864
42484,42484,42426,42431,1703777580,1.84977122
42424,42490,42424,42490,1703777640,0.77977687
42455,42455,42424,42425,1703777700,1.87506295
42518,42518,42487,42487,1703777760,0.13817917
42514,42540,42514,42529,1703777820,1.54358995
42521,42530,42501,42501,1703777880,1.11564795
42516,42545,42510,42516,1703777940,4.27609063
42509,42515,42497,42515,1703778000,0.08311390
42461,42509,42452,42499,1703778060,0.70494555
42469,42473,42456,42467,1703778120,0.19414014
42444,42454,42440,42454,1703778180,1.11256397
42441,42447,42431,42444,1703778240,2.02342198
42439,42472,42439,42467,1703778300,0.11526061
42469,42476,42439,42439,1703778360,3.80679775
42443,42480,42443,42477,1703778420,2.83491525
42458,42458,42438,42443,1703778480,0.01458954
42433,42473,42433,42455,1703778540,3.97941860
42426,42461,42419,42461,1703778600,3.07452881
42521,42523,42411,42426,1703778660,3.99022741
42492,42505,42463,42505,1703778720,0.24213569
42512,42512,42452,42487,1703778780,0.85078364
42458,42500,42452,42500,1703778840,0.20761204
42473,42475,42460,42470,1703778900,0.11556845
42472,42477,42441,42460,1703778960,1.09989477
42462,42489,42462,42489,1703779020,0.08123079
42455,42482,42454,42472,1703779080,0.43208410
42457,42457,42434,42447,1703779140,0.43897089
42414,42457,42410,42457,1703779200,2.49400773
42397,42420,42390,42414,1703779260,4.29441445
42372,42399,42366,42399,1703779320,4.40173041
42346,42370,42346,42367,1703779380,7.27823232
42354,42368,42344,42357,1703779440,1.46285952
42366,42377,42351,42351,1703779500,0.12577324
42355,42371,42355,42371,1703779560,0.01317008
42412,42418,42387,42387,1703779620,1.91634293
42435,42436,42417,42435,1703779680,0.37677434
42470,42475,42418,42439,1703779740,0.47478403
42368,42455,42339,42448,1703779800,2.45510552
42372,42375,42349,42349,1703779860,0.52773795
42362,42388,42362,42377,1703779920,1.78391221
42429,42429,42361,42361,1703779980,0.27372509
42412,42420,42396,42420,1703780040,0.02595877
42403,42403,42391,42396,1703780100,0.02165959
42405,42405,42398,42401,1703780160,0.01224627
42381,42402,42381,42401,1703780220,0.38621883
42408,42415,42393,42393,1703780280,0.15057254
42330,42386,42330,42386,1703780340,1.70260624
42350,42351,42341,42344,1703780400,4.42552071
42353,42356,42337,42341,1703780460,2.12534700
42342,42350,42337,42347,1703780520,0.64796515
42336,42358,42333,42358,1703780580,0.03005595
42324,42338,42324,42338,1703780640,0.00904532
42364,42364,42328,42331,1703780700,0.08049476
42316,42368,42316,42366,1703780760,5.09167344
42317,42331,42288,42320,1703780820,15.54991906
42329,42329,42308,42308,1703780880,0.00814791
42334,42344,42330,42344,1703780940,0.00749005
42338,42338,42319,42323,1703781000,0.06249791
42380,42380,42351,42351,1703781060,0.04150713
42426,42437,42380,42383,1703781120,0.21324725
42478,42478,42425,42431,1703781180,0.37430000
42484,42489,42479,42479,1703781240,0.09013493
42444,42483,42444,42483,1703781300,0.16286247
42478,42479,42435,42435,1703781360,0.10146149
42523,42523,42458,42477,1703781420,1.43386218
42522,42529,42518,42518,1703781480,0.10425758
42512,42516,42501,42516,1703781540,0.10460197
42474,42498,42474,42498,1703781600,0.01056281
42462,42472,42454,42472,1703781660,0.13896486
42492,42499,42456,42456,1703781720,0.18577431
42510,42519,42510,42515,1703781780,0.02464162
42495,42506,42494,42506,1703781840,0.02104728
42503,42503,42495,42495,1703781900,0.00566781
42499,42499,42477,42485,1703781960,0.05683684
42524,42524,42497,42499,1703782020,0.10104695
42562,42562,42523,42523,1703782080,0.45889259
42552,42570,42552,42559,1703782140,0.03936766
42526,42538,42517,42538,1703782200,0.34118424
42529,42542,42519,42523,1703782260,0.06596664
42497,42528,42497,42528,1703782320,0.04778790
42476,42484,42475,42478,1703782380,0.02710107
42472,42476,42464,42476,1703782440,0.77747427
42500,42500,42478,42478,1703782500,2.63530992
42490,42490,42437,42488,1703782560,9.42349956
42448,42495,42445,42495,1703782620,3.18098826
42439,42450,42432,42450,1703782680,0.41454487
42460,42462,42456,42456,1703782740,0.17686013
42485,42490,42471,42471,1703782800,0.13498959
42518,42523,42485,42487,1703782860,0.62131573
42530,42532,42525,42525,1703782920,0.09138193
42500,42531,42500,42531,1703782980,0.02946642
42503,42516,42485,42504,1703783040,0.72014247
42464,42475,42464,42475,1703783100,0.02209619
42486,42486,42477,42486,1703783160,0.05919367
42479,42485,42471,42473,1703783220,1.15715936
42481,42483,42477,42479,1703783280,0.06132164
42523,42523,42481,42481,1703783340,0.54407672
42508,42514,42507,42514,1703783400,0.77180777
42515,42515,42508,42510,1703783460,0.02768613
42516,42516,42492,42510,1703783520,0.02881832
42512,42518,42502,42506,1703783580,0.98215821
42514,42514,42505,42508,1703783640,0.09838279
42523,42523,42511,42514,1703783700,0.13414656
42560,42572,42548,42552,1703783760,0.48540759
42573,42573,42557,42562,1703783820,1.12501824
42602,42602,42579,42579,1703783880,0.16706106
42604,42604,42570,42594,1703783940,0.04239044
42609,42609,42608,42609,1703784000,0.01234993
42586,42607,42568,42568,1703784060,0.25938210
42608,42608,42590,42590,1703784120,0.00707997
42599,42618,42599,42614,1703784180,0.27308121
42621,42621,42618,42618,1703784240,0.01929028
42619,42638,42619,42619,1703784300,0.91206174
42601,42608,42598,42607,1703784360,0.03119643
42598,42611,42592,42611,1703784420,0.03407753
42586,42586,42586,42586,1703784480,0.02726658
42579,42592,42579,42583,1703784540,1.26507484
42576,42612,42569,42569,1703784600,0.03766929
42600,42602,42600,42600,1703784660,0.00925071
42633,42633,42616,42616,1703784720,0.00082476
42594,42609,42594,42609,1703784780,0.04340660
42589,42602,42589,42602,1703784840,0.46121352
42577,42596,42577,42596,1703784900,0.45159006
42582,42582,42560,42560,1703784960,0.06680000
42593,42593,42586,42593,1703785020,0.50485094
42592,42592,42581,42591,1703785080,0.01463782
42581,42592,42581,42592,1703785140,0.22831942
42555,42584,42555,42584,1703785200,4.18658284
42567,42567,42555,42565,1703785260,1.00787000
42564,42571,42564,42569,1703785320,0.26973598
42566,42578,42565,42577,1703785380,1.23934660
42570,42579,42558,42570,1703785440,0.26182457
42556,42569,42556,42569,1703785500,0.59680391
42542,42559,42535,42559,1703785560,0.16322530
42557,42557,42539,42542,1703785620,0.21066726
42534,42552,42534,42552,1703785680,0.17450699
42518,42533,42518,42533,1703785740,0.11582730
42501,42503,42501,42503,1703785800,0.14077671
42489,42501,42471,42501,1703785860,0.46601570
42491,42520,42470,42470,1703785920,0.53943497
42494,42501,42493,42493,1703785980,0.15759712
42498,42500,42489,42491,1703786040,0.13990624
42494,42513,42481,42507,1703786100,2.29514886
42522,42522,42472,42483,1703786160,0.18175043
42560,42560,42517,42522,1703786220,0.56107403
42570,42570,42555,42560,1703786280,0.10923000
42551,42574,42545,42574,1703786340,0.46819584
42550,42554,42531,42541,1703786400,4.10525856
42546,42576,42526,42536,1703786460,8.13275094
42507,42545,42491,42545,1703786520,14.24185274
42491,42517,42482,42499,1703786580,2.50328380
42501,42501,42481,42489,1703786640,0.13458702
42515,42515,42513,42513,1703786700,0.07000000
42485,42497,42485,42497,1703786760,0.08070866
42482,42485,42482,42485,1703786820,4.04086182
42486,42487,42480,42482,1703786880,0.08584846
42458,42484,42458,42474,1703786940,0.51358259
42509,42509,42460,42461,1703787000,1.20331905
42538,42538,42538,42538,1703787060,0.00046301
42515,42529,42515,42529,1703787120,0.15399241
42526,42528,42502,42502,1703787180,0.04657464
42545,42545,42513,42525,1703787240,1.36207110
42538,42542,42535,42542,1703787300,0.11298944
42493,42527,42485,42527,1703787360,0.25939258
42448,42482,42441,42482,1703787420,0.29738216
42430,42445,42430,42443,1703787480,0.16256996
42466,42466,42451,42462,1703787540,0.11054554
42500,42500,42471,42480,1703787600,0.10391094
42504,42510,42503,42510,1703787660,0.11572214
42505,42510,42503,42503,1703787720,0.20428777
42523,42523,42499,42504,1703787780,0.21819135
42528,42528,42507,42507,1703787840,0.07047318
42531,42533,42516,42520,1703787900,0.10666125
42521,42535,42521,42531,1703787960,0.26646555
42585,42585,42557,42557,1703788020,0.05620702
42586,42586,42581,42581,1703788080,0.07924000
42581,42587,42570,42583,1703788140,1.26865413
42600,42600,42587,42587,1703788200,2.74223671
42645,42645,42615,42615,1703788260,0.09454000
42618,42645,42618,42645,1703788320,0.37635562
42608,42611,42605,42606,1703788380,0.25941023
42523,42604,42519,42604,1703788440,1.13391986
42492,42515,42492,42515,1703788500,0.17431702
42499,42504,42479,42494,1703788560,2.49720588
42472,42497,42469,42497,1703788620,0.26985838
42471,42471,42470,42470,1703788680,0.11897002
42457,42459,42452,42452,1703788740,0.08677533
42414,42436,42414,42433,1703788800,0.18659034
42428,42437,42428,42433,1703788860,0.45978634
42438,42438,42402,42421,1703788920,0.10826508
42440,42448,42440,42448,1703788980,0.08734961
42417,42435,42417,42435,1703789040,0.07557871
42424,42428,42408,42413,1703789100,0.46987202
42428,42441,42411,42416,1703789160,0.27278615
42442,42442,42421,42422,1703789220,0.14158000
42423,42443,42423,42443,1703789280,0.36539297
42440,42445,42424,42433,1703789340,0.02166561
42456,42456,42431,42444,1703789400,0.05470420
42469,42482,42461,42461,1703789460,0.89846147
42465,42470,42462,42470,1703789520,0.07320261
42457,42466,42457,42460,1703789580,0.28966818
42450,42456,42444,42450,1703789640,4.60920883
42468,42475,42455,42475,1703789700,0.36683617
42498,42498,42496,42496,1703789760,0.00510941
42483,42504,42476,42504,1703789820,0.19474308
42488,42490,42479,42490,1703789880,0.08416541
42493,42498,42493,42497,1703789940,0.14914186
42504,42507,42489,42491,1703790000,0.79439945
42487,42504,42465,42503,1703790060,2.52866666
42484,42484,42467,42469,1703790120,2.14415235
42520,42528,42508,42514,1703790180,1.37986594
42542,42542,42527,42527,1703790240,0.15765266
42530,42554,42522,42539,1703790300,5.14324807
42535,42540,42531,42539,1703790360,3.69026000
42546,42552,42528,42528,1703790420,0.08207714
42542,42545,42541,42544,1703790480,0.09261709
42538,42538,42538,42538,1703790540,0.07000000
42585,42591,42570,42570,1703790600,0.42251206
42579,42582,42578,42582,1703790660,0.06400079
42575,42580,42575,42580,1703790720,0.01859959
42606,42606,42591,42593,1703790780,0.04607806
42610,42610,42597,42597,1703790840,0.08387082
42634,42712,42599,42599,1703790900,61.32860446
42638,42658,42634,42644,1703790960,2.06556898
42633,42643,42619,42643,1703791020,0.08284748
42655,42663,42625,42625,1703791080,0.04212682
42635,42668,42631,42657,1703791140,0.26853288
42617,42640,42617,42634,1703791200,0.15710377
42594,42614,42587,42614,1703791260,1.46761893
42593,42610,42583,42598,1703791320,2.22615000
42602,42602,42583,42590,1703791380,2.46892728
42567,42600,42567,42587,1703791440,0.19093560
42585,42600,42585,42586,1703791500,0.21360413
42573,42586,42573,42581,1703791560,0.09079162
42592,42592,42589,42589,1703791620,0.01608969
42598,42608,42598,42608,1703791680,0.09926510
42614,42614,42601,42601,1703791740,0.14524575
42617,42617,42587,42608,1703791800,0.35363512
42587,42590,42580,42589,1703791860,0.29837168
42584,42584,42570,42576,1703791920,0.07991684
42574,42592,42569,42589,1703791980,0.35983029
42599,42599,42582,42583,1703792040,0.02472396
42608,42620,42606,42620,1703792100,0.03133168
42609,42610,42608,42610,1703792160,0.00612214
42611,42616,42587,42587,1703792220,0.15343246
42605,42606,42605,42605,1703792280,0.01488842
42591,42604,42591,42600,1703792340,0.09290000
42577,42584,42570,42584,1703792400,0.08238647
42539,42567,42539,42567,1703792460,0.16150814
42549,42555,42544,42544,1703792520,0.11575011
42567,42567,42565,42565,1703792580,0.04106251
42612,42612,42568,42574,1703792640,0.03537477
42584,42594,42583,42594,1703792700,0.02930984
42600,42603,42600,42602,1703792760,0.01181842
42602,42602,42582,42597,1703792820,0.25022445
42647,42647,42601,42601,1703792880,3.31212796
42648,42657,42648,42656,1703792940,0.02758000
42634,42657,42632,42648,1703793000,0.05968173
42613,42634,42613,42633,1703793060,1.13088853
42644,42644,42618,42626,1703793120,1.10111517
42648,42651,42635,42651,1703793180,0.03548474
42631,42645,42631,42644,1703793240,0.44899291
42646,42647,42645,42646,1703793300,0.07704369
42647,42652,42641,42647,1703793360,0.18915245
42645,42647,42639,42639,1703793420,0.17225151
42623,42635,42623,42632,1703793480,0.07900000
42622,42630,42622,42628,1703793540,0.28008000
42605,42627,42597,42610,1703793600,1.29127092
42560,42598,42557,42598,1703793660,0.74372942
42522,42550,42522,42550,1703793720,0.36060502
42535,42542,42527,42527,1703793780,0.16865706
42503,42533,42502,42532,1703793840,0.11797618
42518,42518,42498,42502,1703793900,0.04348525
42522,42522,42511,42512,1703793960,0.02264286
42521,42521,42510,42521,1703794020,0.04160800
42488,42517,42488,42517,1703794080,0.02044029
42471,42486,42471,42486,1703794140,0.07295324
42431,42467,42431,42454,1703794200,0.75213107
42471,42471,42458,42458,1703794260,0.07828090
42458,42468,42458,42468,1703794320,0.02063000
